Target	SeqId	Type	Dilution	RefLog10Median	RefLog10MAD	RefMedian	RefSD
XTP3B	8957-72	Protein	20.0	3.161338049858543	0.09608801947436853	1449.9	1281.4412856051185
CHL1	8958-51	Protein	0.005	3.6829929733199793	0.055105416117050124	4819.4	1507.5615396252897
ADAM 17	8959-61	Protein	20.0	2.9114239653762946	0.09201916514958522	815.5	1339.3581158118836
LRAP	8960-3	Protein	0.5	2.9174529919296637	0.13856014972284872	826.9	670.8420247881257
KS6B1	8962-48	Protein	20.0	2.989805650936826	0.11494680299511524	976.8	2057.6691296488693
Vti1-rp1	8963-8	Protein	20.0	3.067517201903675	0.412560872829635	1168.2	4263.737930552455
Fc_MOUSE	8964-14	Protein	20.0	2.722880610686939	0.07625031582687987	528.3	990.3390587373686
DUS26	8967-6	Protein	20.0	3.5901281947205974	0.15313352836910535	3891.6	4592.249361369316
CD14	8969-49	Protein	0.005	3.0675915483015124	0.08910411905993347	1168.4	2176.5273600407745
RIPK2	8970-9	Protein	20.0	2.9114239653762946	0.11554934434110471	815.5	940.8845614332829
NRX1A	8971-9	Protein	0.5	3.2621424648908777	0.22725571017364846	1828.7	977.273340123432
FCRL4	8973-23	Protein	20.0	2.871339381099861	0.17152693811810718	743.6	593.8056441393127
COFA1	8974-172	Protein	0.5	3.846739050596166	0.09276828986696176	7026.5	1629.83097195817
RCD1	8975-26	Protein	20.0	3.2616196765479355	0.3376683027930739	1826.5	5177.136378248679
B4GN1	8976-13	Protein	20.0	2.839540892968969	0.0731936493923156	691.1	2477.5651718359977
M4K3	8978-30	Protein	20.0	2.5990092398233435	0.05897706721635173	397.2	527.8833580017202
Fc_MOUSE	8979-1	Protein	20.0	2.776555910703262	0.09027085776258441	597.8	2565.5122818966333
MO2R2	8980-19	Protein	20.0	2.709439574132411	0.08824575225893136	512.2	671.3613473698113
TSP3	8982-65	Protein	0.5	3.7077064039791985	0.12856963200977106	5101.6	1820.9058616028049
GOLM1	8983-7	Protein	20.0	3.2537498081398124	0.16952524136175365	1793.7	1058.142273204567
LRCH4	8984-28	Protein	20.0	2.2753113545418118	0.07655956166743096	188.5	444.1135493131853
SRAC1	8985-13	Protein	20.0	3.150633653746428	0.10090496738481558	1414.6	2132.384208158173
SERA	8986-2	Protein	20.0	3.4309453531684033	0.22178805749409433	2697.4	6574.213681978029
SCUB1	8989-40	Protein	20.0	3.502126560703448	0.20605924843942297	3177.8	4864.145098391074
AT1B3	8990-42	Protein	20.0	3.9098340598450494	0.14208220287870169	8125.2	4802.714767033126
FCRL4	8991-115	Protein	20.0	3.2237554536572413	0.19933735356287377	1674.0	2961.555864386736
TMEM2	8992-1	Protein	20.0	2.7807492311035524	0.11127898466067002	603.6	2726.4453758996547
RIPK2	8993-151	Protein	20.0	3.081671287290924	0.07652018218966397	1206.9	1945.544549306927
SLAMF8	8994-65	Protein	20.0	2.8016094880273186	0.11965536494868735	633.3	549.8954314279944
NPTXR	8997-4	Protein	20.0	2.9545801627437576	0.11660841072524226	900.7	751.125358827507
HS3S4	8998-15	Protein	20.0	2.551937695364837	0.06655671627991486	356.4	1253.3789091122578
CEAM3	8999-19	Protein	20.0	3.0784568180532927	0.07347831884385879	1198.0	960.6790541226957
SLC31	9000-177	Protein	20.0	3.2875330110507215	0.09921750280586067	1938.8	2849.0121058023965
SPA11	9002-36	Protein	0.5	4.320769228338686	0.1265857092208271	20930.0	6300.195425854287
MARCO	9003-99	Protein	20.0	2.961326155934711	0.09869262141265653	914.8	1120.0085237832302
CR001	9004-24	Protein	20.0	2.7706311277778064	0.1824380185608134	589.7	2815.8128474140763
PLXA1	9005-16	Protein	20.0	3.965554451402882	0.08832024984494892	9237.5	3995.7514634741115
TMG1	9008-6	Protein	20.0	3.1800111190577174	0.10818671271624185	1513.6	1795.2687210433394
Fc_MOUSE	9010-3	Protein	20.0	2.4313637641589874	0.0831108955832025	270.0	630.7583453102511
PRP6	9012-1	Protein	20.0	2.4307198878632823	0.10163934145627176	269.6	807.2498052057646
NET1	9013-60	Protein	20.0	2.7417816961431667	0.10208309927964626	551.8	4679.3711000851135
TMM25	9014-18	Protein	20.0	2.3432115901797474	0.07357869659131713	220.4	400.7276385501594
PRG3	9015-1	Protein	20.0	3.0942264852220407	0.1249328899763798	1242.3	3249.4062564931005
NR1H2	9016-12	Protein	0.5	3.328216457500717	0.07264557948893838	2129.2	2560.4742990554746
LPH	9017-58	Protein	20.0	3.3143518417756628	0.26353509668279956	2062.3	1540.647551047984
PCD10	9018-38	Protein	20.0	3.136593747333078	0.1020824176895515	1369.6	1375.1851183377223
TIM-1	9021-1	Protein	20.0	2.9890936926103255	0.1351197443354463	975.2	849.506962553445
DB132	9022-49	Protein	20.0	3.200440076436431	0.15932377602232262	1586.5	892.8876739371884
Fc_MOUSE	9023-9	Protein	0.5	2.805160901599434	0.07059121078763397	638.5	2615.859069005111
AHSP	9025-5	Protein	20.0	3.363066419188178	0.11929394192201237	2307.1	1367.1603950577644
BTNL8	9026-40	Protein	20.0	3.0023388808920566	0.09092004314173685	1005.4	1171.9823471336224
NLGN2	9027-10	Protein	20.0	2.49982449583958	0.06578384185682964	316.1	741.8894585239653
PAPD1	9028-5	Protein	20.0	3.1871257281017287	0.11482155040440589	1538.6	1509.5262376553474
CQ089	9030-56	Protein	20.0	2.813580988568192	0.07004185505142345	651.0	1359.093371899306
ROS1	9032-30	Protein	20.0	2.968015713993642	0.12313087896260191	929.0	1269.4525643723125
MXI1	9035-2	Protein	20.0	2.479863113023098	0.107699516671059	301.9	1186.855064087714
STX18	9037-1	Protein	20.0	2.891370174696148	0.10590465654961649	778.7	3020.2328072544506
JTB	9038-12	Protein	20.0	3.177016767092469	0.0974874020165439	1503.2	2940.3140790127673
TOIP1	9039-47	Protein	0.5	3.9177575057775385	0.10856977265518687	8274.8	2592.6867249279935
EPDR1	9040-144	Protein	20.0	2.9835360816029923	0.09813068909643018	962.8	1269.7679615542315
TFP11	9043-7	Protein	20.0	3.1471505252100704	0.12823093488212725	1403.3	2072.9835497344234
CNTP5	9044-1	Protein	20.0	3.2397748151665193	0.10021329583194227	1736.9	2939.1597184890757
S27A2	9045-3	Protein	20.0	2.7942788657214	0.1313393627916153	622.7	592.8451230256559
Fc_MOUSE	9046-46	Protein	20.0	2.6276730317666157	0.08886876220301518	424.3	886.3789803828827
MOT4	9049-2	Protein	20.0	2.431202884556517	0.07533500973057498	269.9	582.8599190558283
CA063	9050-170	Protein	20.0	2.5109469486729727	0.06447368422287655	324.3	606.8498452064001
IL32	9051-13	Protein	20.0	2.5029730590656314	0.08352232457943762	318.4	386.9265098264623
CRIP2	9053-16	Protein	20.0	3.2142873829104013	0.08903802198480132	1637.9	1529.495562915397
Fc_MOUSE	9054-8	Protein	20.0	2.8207923810882036	0.06885105877026312	661.9	951.007881038972
MYZAP	9055-81	Protein	20.0	2.285782273779395	0.062247374568891914	193.1	424.9891947302058
ADRM1	9057-19	Protein	20.0	2.757471947765668	0.07562785071156981	572.1	1249.6474473581193
TIM21	9058-1	Protein	20.0	2.203304916138483	0.06439989493285679	159.7	244.36465355438568
RPGF5	9059-14	Protein	20.0	3.2323098403279875	0.12852983919937466	1707.3	3125.4176363159927
TUTLB	9060-27	Protein	20.0	3.0835384512301394	0.07836707261284767	1212.1	1349.4114900034879
ARHGA	9061-3	Protein	0.5	2.802705327074352	0.07479003106989483	634.9	2468.143329133569
Fc_MOUSE	9063-9	Protein	20.0	2.341038631677523	0.10777734977488526	219.3	707.3438968499952
RN215	9064-12	Protein	20.0	3.3113299523037933	0.13238178210539178	2048.0	3150.740026649767
TXLNA	9065-28	Protein	20.0	2.9913146981766108	0.15190309903498728	980.2	1521.7091786088283
Fc_MOUSE	9067-152	Protein	20.0	2.3322364154914434	0.06455273025057824	214.9	580.1460635974877
JKIP3	9068-17	Protein	20.0	3.1408221801093106	0.07995482330780794	1383.0	7700.690321989718
CQ067	9070-1	Protein	20.0	2.568201724066995	0.0969104206950359	370.0	556.3144497273698
Fc_MOUSE	9073-35	Protein	20.0	2.5358002908248976	0.08592541913244905	343.4	1170.0221969597776
CE004	9074-6	Protein	20.0	2.728597243383432	0.06967377137888536	535.3	474.8217960182554
K1024	9075-121	Protein	20.0	2.592953571547866	0.07501640610605233	391.7	967.9499198883153
PENK	9076-25	Protein	20.0	3.8155312617175494	0.15221415283239684	6539.3	3849.9220666619026
MA1A2	9077-10	Protein	0.5	3.6381296920256645	0.06756899940813055	4346.4	1040.2869695529
SNTB1	9078-207	Protein	20.0	3.8377525301463975	0.47036429630194293	6882.6	11277.929565321137
Fc_MOUSE	9080-1	Protein	20.0	2.525692524505011	0.11161084532396932	335.5	486.04189538884145
ZNT3	9081-39	Protein	20.0	3.187041040042329	0.1284978680544364	1538.3	2344.216325983321
SE1L2	9082-25	Protein	20.0	3.372138417446431	0.11512427937800475	2355.8	1333.345161295898
SHPS1	9083-35	Protein	20.0	2.627263416568221	0.0974954049877792	423.9	2142.1955640858228
Mammaglobin 2	9086-95	Protein	20.0	2.9587071910872846	0.09448164355468679	909.3	874.1498368864028
NHLC3	9087-8	Protein	20.0	2.9352048674265814	0.09390826965120311	861.4	3530.8738144719405
Fc_MOUSE	9088-20	Protein	20.0	3.3522211203496797	0.12560733640768412	2250.2	3927.031674116645
JPH3	9089-77	Protein	20.0	2.526210003841664	0.07622233699783759	335.9	647.4946427113053
SYTL4	9090-9	Protein	20.0	4.519926387722876	0.575194921191902	33107.5	45937.01853483899
ANGL1	9092-33	Protein	20.0	3.6007224783143092	0.10518432716656576	3987.7	2550.6484775436406
CLC4C	9094-5	Protein	20.0	3.3602525081936707	0.16327687400840885	2292.2	1324.1531770609276
MTFR1	9095-5	Protein	20.0	2.5494937132150133	0.06705844407803746	354.4	406.55986758287037
LRMP	9096-80	Protein	20.0	2.5126843962171637	0.08192371085641444	325.6	1086.737029879839
K1324	9097-5	Protein	20.0	2.600428325732131	0.07811485262469724	398.5	1214.1812246856935
SYT5	9099-19	Protein	20.0	3.2249213455840313	0.08295559571216539	1678.5	2470.7558533762285
CE046	9100-32	Protein	20.0	3.57785930100737	0.36078418581759475	3783.2	5477.526239415556
ZFY27	9102-28	Protein	20.0	3.4490153163477864	0.17803909898553105	2812.0	5778.564285642219
LYSM4	9106-87	Protein	20.0	2.529558673021163	0.07346550492369563	338.5	877.4206154954483
ARM10	9107-59	Protein	20.0	2.530967681571915	0.08804081510425009	339.6	507.78997001157074
Fc_MOUSE	9108-48	Protein	20.0	2.5756496147552195	0.08136514551281247	376.4	1050.2440885545934
SYT17	9110-2	Protein	20.0	2.631545227834309	0.07729112409673726	428.1	1048.824979596507
JPH4	9111-40	Protein	20.0	2.8981764834976764	0.08197790958224402	791.0	1272.2414343741239
UROL1	9114-84	Protein	20.0	2.733678655677088	0.08407961924676087	541.6	2665.9646853201566
ADEC1	9115-78	Protein	20.0	2.976212377117377	0.08827037058009525	946.7	1510.6184943879232
HECA2	9116-28	Protein	20.0	2.831421817065022	0.0744133701049351	678.3	1200.086567592594
IL-1F9	9117-4	Protein	20.0	2.5993371329924893	0.07681148085296478	397.5	6793.6828196621755
PSD2	9118-7	Protein	20.0	3.2805783703680764	0.15478405872053072	1908.0	1202.5124189163014
FUT2	9121-28	Protein	20.0	2.6126779183165016	0.06820134813401384	409.9	600.0194206983128
Fc_MOUSE	9122-8	Protein	20.0	2.705778212828598	0.07793402203365274	507.9	1176.7809192248608
DOS	9123-18	Protein	20.0	2.6816029987308685	0.08359552919250567	480.4	944.9794657301555
MASP3	9125-23	Protein	20.0	2.777281791671015	0.0930503968581193	598.8	3033.3500424736503
NT5D3	9126-171	Protein	20.0	2.567731962548069	0.16330658684064514	369.6	661.8171612502823
S26A5	9127-4	Protein	20.0	2.2681097298084785	0.0762246116297973	185.4	419.71347519926417
FLRT3	9128-34	Protein	20.0	3.2824181708776474	0.0806263704595275	1916.1	4183.585209507648
Eotaxin-3	9168-31	Protein	20.0	2.8226910107760546	0.09775940196274728	664.8	1835.2379124274719
SUMO3	9169-14	Protein	0.5	3.188731671445743	0.394449627434784	1544.3	2821.660800183367
IL-17	9170-24	Protein	20.0	2.62797998982998	0.07111728130280828	424.6	1079.7191167935466
CSRP3	9171-11	Protein	20.0	3.002986340856785	0.2326154851918644	1006.9	933.4618139801889
MMP-8	9172-69	Protein	20.0	3.3822152230475337	0.21021933976417873	2411.1	11387.800232023796
PGM1	9173-21	Protein	20.0	2.6582022533870147	0.09215150537648126	455.2	764.2265694430125
DSCAM	9175-48	Protein	20.0	2.929674317948588	0.08219200006323266	850.5	1271.091987495592
MUC1	9176-3	Protein	20.0	3.0827853703164503	0.09624705391604917	1210.0	1756.1271159503149
FAM3B	9177-6	Protein	20.0	4.165205733650126	0.12244935461881543	14628.7	4466.652586820987
NEUREGULIN-1	9178-30	Protein	20.0	2.2942457161381182	0.08257772403598221	196.9	464.17741117855564
INGR2	9180-6	Protein	20.0	2.78710609303657	0.06883376329383518	612.5	970.0991475628049
sLRP1	9182-3	Protein	20.0	3.1097809680135757	0.08267006087577645	1287.6	4317.8155306457165
IFN-a/b R1	9183-7	Protein	20.0	3.4686131436298218	0.0811133840202571	2941.8	1886.6149490106557
TFF1	9185-15	Protein	20.0	3.261120063568901	0.2291943053272174	1824.4	1313.1767054564486
HMGN1	9187-2	Protein	20.0	3.1111952802071308	0.11322094150295633	1291.8	2744.1266651139877
MIG	9188-119	Protein	20.0	2.6675463395115164	0.14364439112946656	465.1	3048.845208025764
CD63	9190-7	Protein	20.0	3.22502482910913	0.09862508742904003	1678.9	5217.863014012511
Trefoil factor 2	9191-8	Protein	20.0	3.862864526914446	0.16107908701461834	7292.3	3535.5572011316785
Galectin-7	9196-8	Protein	20.0	3.4540517392901195	0.12146303483890111	2844.8	1714.2472634168532
LEG9	9197-4	Protein	20.0	3.135291704475752	0.10252769139517964	1365.5	1180.7489107309498
UB2G2	9199-6	Protein	0.5	3.3034552603418827	0.11725020737132205	2011.2	1282.2352775548677
Transgelin-2	9201-13	Protein	0.5	3.5410297885508526	0.3478573367536013	3475.6	4884.420699356774
ATPO	9202-309	Protein	20.0	3.4130146123342464	0.3147379883909905	2588.3	10308.183113094807
Corticotropin-lipotropin	9204-33	Protein	20.0	2.8027737252919755	0.1387524719984759	635.0	1007.5738558907216
QORL1	9207-60	Protein	0.5	2.8711057009855856	0.23001310315996118	743.2	751.1086222454735
PEDF	9211-19	Protein	0.005	4.87125643905373	0.05337236043148738	74345.8	13066.561318434993
CATF	9212-22	Protein	0.5	3.2063940644308735	0.09856859727796255	1608.4	702.3243348548611
FTCD	9213-24	Protein	20.0	3.6001994025696633	0.4829790703282268	3982.9	9852.21648042199
UBP25	9215-117	Protein	20.0	2.9320676922007216	0.12776320949597242	855.2	1303.806711128525
PLXB2	9216-100	Protein	0.5	3.6654496510142165	0.07877379407545736	4628.6	1121.0360478668981
Fas, soluble	9218-7	Protein	20.0	2.617105230502378	0.07131375668531541	414.1	686.2021712789543
NENF	9219-70	Protein	20.0	2.747023177451628	0.08810830079828173	558.5	4474.3636744609275
EPHB3	9220-7	Protein	20.0	2.724111953961212	0.0916056536147647	529.8	1252.8777009068992
IPIL1	9221-6	Protein	20.0	3.495141769555622	0.19472767975841027	3127.1	4109.936311713598
ARMET	9223-11	Protein	0.5	3.8140477209955996	0.5865352796498575	6517.0	13789.104484102001
Prolactin Receptor	9224-20	Protein	20.0	3.1375123531221294	0.07684239814236894	1372.5	1596.4682906138323
TMUB2	9226-6	Protein	20.0	2.6221103603612193	0.08051845315863246	418.9	1815.544556482242
PD-1	9227-15	Protein	20.0	2.7032913781186614	0.08604273717417323	505.0	2863.2175666134654
CTRL	9229-9	Protein	20.0	3.2536771654229244	0.12751186977696946	1793.4	3848.408329454807
IMPA3	9231-23	Protein	20.0	3.171433900943008	0.09021708798346695	1484.0	418.7241861734433
ROBO4	9232-1	Protein	0.5	3.298394533712946	0.1096334268503003	1987.9	905.8154218895478
TFPI -2	9233-71	Protein	20.0	2.885361220031512	0.11910688869379016	768.0	681.0973688642538
TWSG1	9234-8	Protein	0.5	3.055148889889394	0.07015543065682857	1135.4	924.2566230515836
PXDC1	9235-3	Protein	0.5	4.289885366591884	0.08831705997941373	19493.3	4944.460647346462
Lysosomal acid phosphatase	9237-54	Protein	20.0	2.669502834104343	0.13115675265110863	467.2	1660.4987115122683
SIRPG	9241-40	Protein	20.0	2.760874638052189	0.08395179289100806	576.6	489.3583215420169
BTC	9242-11	Protein	20.0	3.333568174923988	0.090447737282298	2155.6	753.3114894508012
LYG1	9243-10	Protein	20.0	3.3312247810207323	0.1717679042218056	2144.0	9012.148511838443
PPT1	9244-27	Protein	0.5	2.9588981947107715	0.1256343997179564	909.7	676.3501556825643
KI2L4	9245-1	Protein	20.0	2.609914410085998	0.061469479432404224	407.3	712.4803516633962
Fc_MOUSE	9246-1	Protein	20.0	2.4800069429571505	0.08439710854519379	302.0	1833.54841562852
CS010	9248-36	Protein	20.0	2.545430829465351	0.0989193296609703	351.1	397.729065316441
TMEM9	9249-17	Protein	20.0	2.4756711883244296	0.07665186088914244	299.0	811.4988335065782
HNP-1	9250-87	Protein	20.0	3.586486032493526	0.2425047994660506	3859.1	12835.736693491455
MA2B2	9251-28	Protein	20.0	3.350674348233281	0.11889060586149051	2242.2	2802.2773263360937
BGAT	9253-52	Protein	20.0	4.085219201044942	0.6990101689793217	12168.0	13208.419152905048
FCERA	9254-18	Protein	20.0	3.5158341198387393	0.18371113149272805	3279.7	2003.2278312490819
IL-17C	9255-5	Protein	20.0	3.113809702672945	0.08386987902141406	1299.6	2482.9674042826664
NPTX1	9256-78	Protein	0.5	2.578180609627778	0.10230946911817444	378.6	457.5775302853341
TACO1	9257-14	Protein	20.0	2.985695859689842	0.2925012681903403	967.6	5019.457080421041
Fc_MOUSE	9258-14	Protein	20.0	2.3176455432211585	0.07762299923031903	207.8	1704.98541495097
DR6	9259-35	Protein	20.0	3.740804655276855	0.08884666707969413	5505.6	1431.8468534792482
EphB6	9261-14	Protein	20.0	3.342679233587477	0.08372232121400151	2201.3	1055.278812109025
SIAE	9263-57	Protein	20.0	2.8466463285771173	0.15442319763208043	702.5	801.1907033188583
CATO	9264-11	Protein	20.0	2.8831501996832776	0.09050920494879308	764.1	300.67935314908135
GLIP1	9265-10	Protein	20.0	2.36285930295868	0.05943682075831384	230.6	360.2660647668166
sTREM-1	9266-1	Protein	20.0	3.2234699811619203	0.1259713227384573	1672.9	737.2285182521127
CBPA4	9267-2	Protein	20.0	4.114240575260503	0.30548572363434773	13008.9	9310.935468766334
Biotinidase	9269-7	Protein	0.005	4.132704645385273	0.0771309799194054	13573.9	2980.8103249032724
STIM1	9271-101	Protein	20.0	3.3316297176299323	0.11931667549539832	2146.0	1806.0437252208872
Siglec-5	9275-2	Protein	0.5	4.535644706112302	0.12512983232437425	34327.7	12995.929970876281
CBPA2	9276-7	Protein	20.0	2.930031614950973	0.09687705527789874	851.2	1096.3254332571898
PAP1	9277-16	Protein	20.0	3.2812152326113164	0.07160274993620498	1910.8	671.2397903875436
SDF-1	9278-9	Protein	0.5	3.955644462991985	0.11370999801888124	9029.1	3057.2169732072907
IGS11	9279-7	Protein	20.0	3.1507257465861946	0.11210895429538202	1414.9	989.6811193103641
Fc_MOUSE	9281-50	Protein	20.0	2.641077313325374	0.062357979710448624	437.6	1263.8885958295878
CRIS2	9282-12	Protein	0.5	3.1784877310473982	0.1365100902173248	1508.3	1041.9937419153605
CD44	9283-8	Protein	20.0	2.552911450216509	0.07399355172066302	357.2	611.4817278327538
SFRP4	9284-25	Protein	20.0	3.4952528600711834	0.11695155605193408	3127.9	1064.7170429578825
SPRE	9287-6	Protein	20.0	2.721728198572788	0.06663284081117184	526.9	802.8438159342805
FKBP7	9288-7	Protein	20.0	3.078601800355391	0.17370096379761218	1198.4	1069.6098004969983
RMD3	9290-8	Protein	20.0	2.691258358133111	0.07256800768300647	491.2	1236.6834153993777
MFAP2	9294-45	Protein	0.5	2.807940721215499	0.0951768986917523	642.6	517.5849749367186
PTPRD	9296-15	Protein	20.0	3.655340161938575	0.09250977422130677	4522.1	1057.919847337988
B3GN8	9297-12	Protein	20.0	3.3874966069355636	0.09760867391647395	2440.6	1199.4510276336866
nectin-1 gamma	9300-13	Protein	20.0	2.5212688755983854	0.07236111402586953	332.1	455.3607844073837
G45IP	9302-90	Protein	20.0	2.540079088804173	0.07828031833805453	346.8	598.7174221268324
B7-H2	9303-9	Protein	20.0	3.00774777800074	0.08090290018379415	1018.0	1105.431477434243
INGR2	9305-89	Protein	20.0	2.942950070077099	0.06964573991580737	876.9	1348.5167204128138
DB118	9306-7	Protein	20.0	2.782114147479071	0.06199695048640266	605.5	943.3504094219115
CD8B	9310-2	Protein	20.0	3.205529151061801	0.12303467468396938	1605.2	1291.6487100858333
AZGP1	9312-8	Protein	0.005	3.6855088585148166	0.08759418155783123	4847.4	1869.0140073310683
CBLN1	9313-27	Protein	0.5	3.13789189824736	0.14426932165185077	1373.7	836.5096397159585
PSG5	9314-9	Protein	20.0	2.7991336933020627	0.11463936711719831	629.7	423.8763531431074
MUL1	9315-16	Protein	20.0	3.1975837690357767	0.19008697269304617	1576.1	14199.08518270642
